DCID,CLUSTID,CID,CLUST_VM_Count,CLUST_HOST_Count, HOST_VMCount ,HOSTID
 b333c476-d2b3-4f71-83f7-73473189fa55:Datacenter:datacenter-2      , 61f1a00f-19ff-4548-b3c6-0781187df2a9      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ20120S74   
 ff1fbb42-3f39-4304-98a1-2123edf3fa3c:Datacenter:datacenter-2      , 1bbf1ea9-c740-4c76-a1f2-058738153ae5      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ20060KD8   
 382e6338-c73a-464d-848c-b206084e254d:Datacenter:datacenter-21     , d3852b99-69a7-445d-b0a7-fb7f1c0e930a      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ295203FD   
 7bc1d6e5-2762-4b3b-9de9-e33371bf1cd1:Datacenter:datacenter-21     , 8a1e5297-117c-4c02-867b-bd90f60d9853      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, 2M292700MZ   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , 94600d77-eeb5-4e00-ad67-31462892f1f4      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,1, CZ293704CN   
 5f26546f-29b4-4e40-80c9-35c188e1ace8:Datacenter:datacenter-21     , 585c634a-214e-4169-b4c4-7dbfded7295f      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ293404SL   
 5f26546f-29b4-4e40-80c9-35c188e1ace8:Datacenter:datacenter-21     , 5707254f-f700-4287-8df9-d3f501867614      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,4, CZ293504L9   
 f4575441-ebb1-4309-9f1f-f13a3ffa3652:Datacenter:datacenter-21     , d221ee6d-1360-4ae7-bc1b-08f3bee77106      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ20020CZW   
 55e8758d-3f16-41d3-9357-9e5ab2fc0e79:Datacenter:datacenter-21     , bc47acbf-b56a-4b8e-bda3-fc58f039acdb      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,2, CZ294901C2   
 10a33381-bd8b-4df8-9264-85a15d159575:Datacenter:datacenter-21     , 6eef2b5b-be7c-4674-bc65-62c6be5fc50d      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ3919T2QD   
 10a33381-bd8b-4df8-9264-85a15d159575:Datacenter:datacenter-21     , 7dd02330-b041-4571-913f-4e6df8835d50      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,3, CZ3920T5HV   
 f4575441-ebb1-4309-9f1f-f13a3ffa3652:Datacenter:datacenter-21     , 3111b6b5-de4b-471e-b8cf-729506bf5555      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ20020KTZ   
 46484860-c316-422f-b5cd-561e86006384:Datacenter:datacenter-21     , 9382ff58-a2f3-4822-8a85-f873b54ae6ed      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,6, CZ3921TC3J   
 e1432d2f-da3d-4ecc-a173-f30927e4f770:Datacenter:datacenter-21     , 1dbf2558-5b60-495e-80e7-26b934a87c50      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ20100536   
 e1432d2f-da3d-4ecc-a173-f30927e4f770:Datacenter:datacenter-21     , b9647c90-155b-471b-a17a-933dba0c7ed6      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,0, CZ20100512   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , ad407109-ecd9-4aba-8724-217cb2c5d6ba      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, CZ3927VC3L   
 3ea176d8-cd36-4198-acc8-caa312e6ecc8:Datacenter:datacenter-21     , 76a54f00-1227-428e-b7fd-d5c2e0787f17      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,3, CZ29370DSH   
 f4575441-ebb1-4309-9f1f-f13a3ffa3652:Datacenter:datacenter-21     , 7ad53778-fa74-47d5-b06d-76f802b5b38b      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ20020CWS   
 f04bc596-2398-4b8b-a110-ce8b16a9d04f:Datacenter:datacenter-21     , 91b074b4-d2b3-4b88-a737-983f1e1149a4      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,0, CZ3927V9NR   
 10a33381-bd8b-4df8-9264-85a15d159575:Datacenter:datacenter-21     , 9888f8b0-c49d-4721-b0e4-084fbf48d29f      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ3921TC3F   
 fea693f0-9096-4c62-9bb9-7723067590f1:Datacenter:datacenter-2      , 18a88949-928e-46b0-b6f0-1f9ad040cd67      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,4, CZ201303KK   
 df25c1a2-be36-49c3-bf6e-e259914470ed:Datacenter:datacenter-26     , ca426995-3c6f-4de0-b5e1-43be56b792f8      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,9,2,4, CZ3851LHQP   
 10a33381-bd8b-4df8-9264-85a15d159575:Datacenter:datacenter-21     , a7007487-9a7a-49df-b189-90c6279c1d3b      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,7, CZ3924TYB9   
 3102e5e8-e39c-430b-902a-5666d4034672:Datacenter:datacenter-21     , 7f49aff4-e108-4136-911a-dcf62785ccb2      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,0,2,0, SGH943Y5KQ   
 7bc1d6e5-2762-4b3b-9de9-e33371bf1cd1:Datacenter:datacenter-21     , 8a1e5297-117c-4c02-867b-bd90f60d9853      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,4, 2M292700MY   
 975cabfc-9357-4ab9-bf0b-9f3f4b02d7cd:Datacenter:datacenter-21     , 982748f1-c724-4c35-972f-c37bee899ad4      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,4, CZ200301LV   
 bae33689-560e-481c-be9a-4054edc4acff:Datacenter:datacenter-21     , 9175a320-a99b-4ca6-ad54-6f59c6925eb9      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,3, 2M295201WR   
 4aeaf511-cd06-403b-a441-5af74c62d747:Datacenter:datacenter-21     , fcaeb095-03f1-4013-b247-c8187ed9be29      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,1, CZ3920T7J0   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 9228a7f1-9d83-4be1-a12c-5aec0461d05b      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,2, CZ3927VC3N   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , d084de9b-2eec-4cf2-a791-58be48fe7794      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ3927V9NH   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , ffc9ae85-ac02-4032-a947-03252f673979      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, CZ3927V9NK   
 46484860-c316-422f-b5cd-561e86006384:Datacenter:datacenter-21     , 8f74e7da-aebc-404a-b536-9c262983c30e      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,0, CZ3921TC37   
 975cabfc-9357-4ab9-bf0b-9f3f4b02d7cd:Datacenter:datacenter-21     , 9ad6efa9-ba7a-4fe0-b64e-3fc7cce8b5bd      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, CZ20020R8N   
 bae33689-560e-481c-be9a-4054edc4acff:Datacenter:datacenter-21     , 9368ec9d-1c88-4eb0-a7bd-0829951a3f19      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,2, 2M295201X7   
 05f43c79-2003-4d1e-98ea-438b2a144842:Datacenter:datacenter-21     , f32d870a-f301-4809-a503-2b54053b0492      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,4, 2M200204B5   
 4aeaf511-cd06-403b-a441-5af74c62d747:Datacenter:datacenter-21     , fcaeb095-03f1-4013-b247-c8187ed9be29      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,6, CZ3920T7J1   
 ff1fbb42-3f39-4304-98a1-2123edf3fa3c:Datacenter:datacenter-2      , 610dc2c7-cec5-4d54-b489-84a5ce2b1d10      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ20060K9T   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , d214a8e4-6629-4d36-88df-95715a269706      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,5, CZ3929VS04   
 1f23671f-ccfa-40a5-933c-42442fd7d22c:Datacenter:datacenter-21     , da6a4c5b-b675-462e-85eb-caa1438a41fc      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,4, CZ3921TBTM   
 975cabfc-9357-4ab9-bf0b-9f3f4b02d7cd:Datacenter:datacenter-21     , 1b968cfe-60da-4ae7-9747-92ad0426986c      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,2, CZ200301M8   
 3102e5e8-e39c-430b-902a-5666d4034672:Datacenter:datacenter-21     , 89ec3d22-21d7-442f-a110-115ce2c5e0ba      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,0,2,0, SGH942XK29   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , c6d53513-b3e2-432c-a597-fd567211044f      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, CZ293705PC   
 f04bc596-2398-4b8b-a110-ce8b16a9d04f:Datacenter:datacenter-21     , e7ef8a90-8db4-4111-bdd7-da6bd733d278      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,5, CZ3927V9N3   
 4aeaf511-cd06-403b-a441-5af74c62d747:Datacenter:datacenter-21     , 2fcd7c5c-dfe6-43c8-afcc-f02f38e65b94      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,1, CZ3920T7J6   
 bae33689-560e-481c-be9a-4054edc4acff:Datacenter:datacenter-21     , 05c5ded3-a695-445a-b837-e79922a45344      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,2, 2M200204B7   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , d911fd4e-77f2-4e74-a4ab-141e73d0c8fa      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,2, CZ294706XV   
 5f26546f-29b4-4e40-80c9-35c188e1ace8:Datacenter:datacenter-21     , ddc0ac42-79b2-45c4-a5e4-b18c98ebb685      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, CZ2936020H   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , e29074ca-a59d-4efe-b1e1-2b6c05d8be09      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,4, CZ29360JVS   
 1f23671f-ccfa-40a5-933c-42442fd7d22c:Datacenter:datacenter-21     , f8d82dd8-048e-466f-8d75-ef9203e69190      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,9,2,3, CZ3922TSS7   
 7bc1d6e5-2762-4b3b-9de9-e33371bf1cd1:Datacenter:datacenter-21     , 0de28444-6837-4f86-b8cd-98bae82ab9ac      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,6, 2M292604GR   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 2236b75d-4b18-4649-ac00-b15113b2f471      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, CZ3929VS02   
 024406fe-983c-44f9-81d0-5e70fd780cd7:Datacenter:datacenter-21     , 2ab6cf6c-d578-4213-a31b-912612865e3d      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, SGH002TGN8   
 4aeaf511-cd06-403b-a441-5af74c62d747:Datacenter:datacenter-21     , 54738fe1-2575-4014-a6ca-a1b66a465e23      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,1,1,1, CZ3920T7J3   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 28c4ea63-57ce-4fc4-984b-4e5705886bb7      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,12,2,2, CZ3927VC3V   
 306582bf-952f-449a-8b47-7dbc3abe31a5:Datacenter:datacenter-21     , 6835c5ac-e386-4ec9-9ccc-466bc78201c0      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, SGH005XXPS   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , 1ce917a4-5659-478c-9be5-01dfbb14b50d      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,0,2,0, CZ293808YL   
 b23379ac-5270-4304-9cc6-95978a65aab9:Datacenter:datacenter-2      , 4087ab8d-b53a-4ebd-afa3-d8313b8c37a1      , 3cc1553b-4ecd-48fb-9b34-b28a13c443ee ,17,2,10, 2M294402LT   
 b23379ac-5270-4304-9cc6-95978a65aab9:Datacenter:datacenter-2      , 4087ab8d-b53a-4ebd-afa3-d8313b8c37a1      , 3cc1553b-4ecd-48fb-9b34-b28a13c443ee ,17,2,7, 2M294402LV   
 12b656b8-f5c5-409d-a3ee-2b040e5e02f6:Datacenter:datacenter-2      , 45863afe-2736-442e-a2d4-b63f49ae77f2      , 3ccb37b1-a845-445f-8406-db60606e5157 ,95,2,43, MXQ80105P4   
 cb9a46e3-6266-4513-a52d-046030443887:Datacenter:datacenter-2      , 1ae6b162-9ca1-49d9-a082-f5a2f97548d0      , 3ccb37b1-a845-445f-8406-db60606e5157 ,0,2,0, 2M293400CW   
 cb9a46e3-6266-4513-a52d-046030443887:Datacenter:datacenter-2      , 1ae6b162-9ca1-49d9-a082-f5a2f97548d0      , 3ccb37b1-a845-445f-8406-db60606e5157 ,0,2,0, 2M293400CV   
 cb9a46e3-6266-4513-a52d-046030443887:Datacenter:datacenter-2      , 825ae8bd-262c-4169-ae54-501a46e64b84      , 3ccb37b1-a845-445f-8406-db60606e5157 ,11,1,11, 2M283800V6   
 cb9a46e3-6266-4513-a52d-046030443887:Datacenter:datacenter-2      , a4380f2e-723c-402f-b0bc-d5118b8e9484      , 3ccb37b1-a845-445f-8406-db60606e5157 ,22,1,22, MXQ80105P6   
 12b656b8-f5c5-409d-a3ee-2b040e5e02f6:Datacenter:datacenter-2      , ab3d5f56-6fa3-4738-b933-86d7d17de52a      , 3ccb37b1-a845-445f-8406-db60606e5157 ,145,3,34, 2M2934024N   
 12b656b8-f5c5-409d-a3ee-2b040e5e02f6:Datacenter:datacenter-2      , ab3d5f56-6fa3-4738-b933-86d7d17de52a      , 3ccb37b1-a845-445f-8406-db60606e5157 ,145,3,36, 2M283800V7   
 12b656b8-f5c5-409d-a3ee-2b040e5e02f6:Datacenter:datacenter-2      , ab3d5f56-6fa3-4738-b933-86d7d17de52a      , 3ccb37b1-a845-445f-8406-db60606e5157 ,145,3,75, 2M283800V8   
 12b656b8-f5c5-409d-a3ee-2b040e5e02f6:Datacenter:datacenter-2      , 45863afe-2736-442e-a2d4-b63f49ae77f2      , 3ccb37b1-a845-445f-8406-db60606e5157 ,95,2,52, MXQ80105P5   
 D957ADC5-9826-4718-9DFA-6E3CCAE241FD:Datacenter:datacenter-2      , 05f29f5e-c21a-42ba-ae71-f1da0d5c5113      , 3d18b450-c9b0-475e-a267-3b1ae951ae13 ,75,3,27, CZ3836C1L7   
 D957ADC5-9826-4718-9DFA-6E3CCAE241FD:Datacenter:datacenter-2      , 05f29f5e-c21a-42ba-ae71-f1da0d5c5113      , 3d18b450-c9b0-475e-a267-3b1ae951ae13 ,75,3,21, CZ200303TW   
 D957ADC5-9826-4718-9DFA-6E3CCAE241FD:Datacenter:datacenter-2      , 05f29f5e-c21a-42ba-ae71-f1da0d5c5113      , 3d18b450-c9b0-475e-a267-3b1ae951ae13 ,75,3,27, CZ3836C1L8   
 928ea0c7-ee53-4566-a25b-499dbc399111:Datacenter:datacenter-2      , 82e8f396-b7cc-4c80-83b1-2312e81be558      , 3d4141a5-e069-45e3-9d1a-9266ed911075 ,34,2,17, 2M293703Z0   
 928ea0c7-ee53-4566-a25b-499dbc399111:Datacenter:datacenter-2      , 82e8f396-b7cc-4c80-83b1-2312e81be558      , 3d4141a5-e069-45e3-9d1a-9266ed911075 ,34,2,17, 2M293703Z1   
 3e46eea0-19d9-4b58-9e8a-71db3d23acd8:Datacenter:datacenter-2      , 3dbbde64-5b66-41a0-83c2-a9d7eabdcfb1      , 3d859c27-4982-4367-bdf1-456c7aac6386 ,27,2,9, CZ200703FY   
 3e46eea0-19d9-4b58-9e8a-71db3d23acd8:Datacenter:datacenter-2      , 3dbbde64-5b66-41a0-83c2-a9d7eabdcfb1      , 3d859c27-4982-4367-bdf1-456c7aac6386 ,27,2,18, CZ200703FZ   
 44c320dc-ca4a-4708-9e46-776c72131777:Datacenter:datacenter-2      , de0d043a-d793-41c3-82b1-4f96b03cc5ec      , 3db61399-07f9-4af3-a410-ad5637191022 ,77,2,16, CZ295203LX   
 44c320dc-ca4a-4708-9e46-776c72131777:Datacenter:datacenter-2      , de0d043a-d793-41c3-82b1-4f96b03cc5ec      , 3db61399-07f9-4af3-a410-ad5637191022 ,77,2,61, CZ295203NG   
 96d20701-bf91-4b49-9783-6df021157543:Datacenter:datacenter-2      , 77cd4bb1-9998-4687-86be-68b16c5d2bd1      , 3dd8aeb4-64bd-42ae-9d88-35a27a90e07c ,18,2,3, SGH004X72V   
 96d20701-bf91-4b49-9783-6df021157543:Datacenter:datacenter-2      , 77cd4bb1-9998-4687-86be-68b16c5d2bd1      , 3dd8aeb4-64bd-42ae-9d88-35a27a90e07c ,18,2,15, SGH004X72S   
 44400783-b591-466f-8446-a5a3153a561d:Datacenter:datacenter-9      , 672bba16-329f-43ea-8786-578bd1a10261      , 3e80f861-7675-4db1-9628-cc7429ea6861 ,2,2,2, MXQ947004F   
 44400783-b591-466f-8446-a5a3153a561d:Datacenter:datacenter-9      , 672bba16-329f-43ea-8786-578bd1a10261      , 3e80f861-7675-4db1-9628-cc7429ea6861 ,2,2,0, MXQ947004G   
 44400783-b591-466f-8446-a5a3153a561d:Datacenter:datacenter-2      , 50d89a01-53a2-41d1-a384-6cd4f7a80ff4      , 3e80f861-7675-4db1-9628-cc7429ea6861 ,1,1,1, MXQ947004H   
 39608420-b61b-40fe-ac75-71769ff3fa6d:Datacenter:datacenter-2      , 82e9b658-b4a4-454d-a54c-c438a951f3b9      , 3e865167-ee94-44e3-b85a-44bdfa7b93ac ,15,6,3, SGH802X4D5   
 39608420-b61b-40fe-ac75-71769ff3fa6d:Datacenter:datacenter-2      , 82e9b658-b4a4-454d-a54c-c438a951f3b9      , 3e865167-ee94-44e3-b85a-44bdfa7b93ac ,15,6,2, SGH802X4CY   
 39608420-b61b-40fe-ac75-71769ff3fa6d:Datacenter:datacenter-2      , 82e9b658-b4a4-454d-a54c-c438a951f3b9      , 3e865167-ee94-44e3-b85a-44bdfa7b93ac ,15,6,1, SGH802X4D6   
 39608420-b61b-40fe-ac75-71769ff3fa6d:Datacenter:datacenter-2      , 82e9b658-b4a4-454d-a54c-c438a951f3b9      , 3e865167-ee94-44e3-b85a-44bdfa7b93ac ,15,6,3, SGH802X4CX   
 39608420-b61b-40fe-ac75-71769ff3fa6d:Datacenter:datacenter-2      , 82e9b658-b4a4-454d-a54c-c438a951f3b9      , 3e865167-ee94-44e3-b85a-44bdfa7b93ac ,15,6,3, SGH802X4ET   
 39608420-b61b-40fe-ac75-71769ff3fa6d:Datacenter:datacenter-2      , 82e9b658-b4a4-454d-a54c-c438a951f3b9      , 3e865167-ee94-44e3-b85a-44bdfa7b93ac ,15,6,3, SGH802X4ES   
 cc471e0b-8ae5-4ef4-b0a0-5d2def39d36b:Datacenter:datacenter-2      , c8be9ba0-053c-4592-b396-d7a3c14b9d12      , 3ebdbad0-c1d4-41a7-83dd-02a6099d2fcb ,16,3,4, SGH931T9N2   
 cc471e0b-8ae5-4ef4-b0a0-5d2def39d36b:Datacenter:datacenter-2      , c8be9ba0-053c-4592-b396-d7a3c14b9d12      , 3ebdbad0-c1d4-41a7-83dd-02a6099d2fcb ,16,3,7, SGH931T9ND   
 cc471e0b-8ae5-4ef4-b0a0-5d2def39d36b:Datacenter:datacenter-2      , c8be9ba0-053c-4592-b396-d7a3c14b9d12      , 3ebdbad0-c1d4-41a7-83dd-02a6099d2fcb ,16,3,5, SGH931T9N4   
 b430e023-2466-4593-a351-9f1c35ad6ae7:Datacenter:datacenter-2      , 6174becb-b6d0-4724-822b-6efe3dd7336c      , 3f453d87-aeb3-47c0-9e7e-220bac235468 ,8,2,5, SGH003VK6W   
 b430e023-2466-4593-a351-9f1c35ad6ae7:Datacenter:datacenter-2      , 6174becb-b6d0-4724-822b-6efe3dd7336c      , 3f453d87-aeb3-47c0-9e7e-220bac235468 ,8,2,3, SGH003VK6T   
 8dcca600-e4d1-48dd-a729-a1fd22fb3d74:Datacenter:datacenter-2      , 481ddcbc-59cc-4fc7-bc75-36824c47ae37      , 3f4bd1ae-6e09-40f4-96c5-b9f1d13932d3 ,25,2,15, CZ2943037Q   
 8dcca600-e4d1-48dd-a729-a1fd22fb3d74:Datacenter:datacenter-2      , a2db94da-697e-4c4b-ab93-be5380cca051      , 3f4bd1ae-6e09-40f4-96c5-b9f1d13932d3 ,7,2,5, CZ29420MK8   
 8dcca600-e4d1-48dd-a729-a1fd22fb3d74:Datacenter:datacenter-2      , 2011bf06-c0f9-43c1-8cc0-9b0fc2cec3e3      , 3f4bd1ae-6e09-40f4-96c5-b9f1d13932d3 ,22,2,10, CZ294305CZ   
 8dcca600-e4d1-48dd-a729-a1fd22fb3d74:Datacenter:datacenter-2      , 2011bf06-c0f9-43c1-8cc0-9b0fc2cec3e3      , 3f4bd1ae-6e09-40f4-96c5-b9f1d13932d3 ,22,2,12, CZ294305D0   
 8dcca600-e4d1-48dd-a729-a1fd22fb3d74:Datacenter:datacenter-2      , a2db94da-697e-4c4b-ab93-be5380cca051      , 3f4bd1ae-6e09-40f4-96c5-b9f1d13932d3 ,7,2,2, CZ29420MK7   
 8dcca600-e4d1-48dd-a729-a1fd22fb3d74:Datacenter:datacenter-2      , 481ddcbc-59cc-4fc7-bc75-36824c47ae37      , 3f4bd1ae-6e09-40f4-96c5-b9f1d13932d3 ,25,2,10, CZ2943037N   
 ca55c1a6-d9f2-4720-8ee6-517b0485e38f:Datacenter:datacenter-21     , c7f651fa-4b32-4f05-9be6-e31f50389c08      , 3f4c2a2b-f204-4897-8d87-6e3241e19356 ,97,2,48, CZ3809NAYV   
 ca55c1a6-d9f2-4720-8ee6-517b0485e38f:Datacenter:datacenter-21     , c7f651fa-4b32-4f05-9be6-e31f50389c08      , 3f4c2a2b-f204-4897-8d87-6e3241e19356 ,97,2,49, CZ3809NAYS   
 64D61E9F-35A3-4FBD-ADB3-353E6A0E1777:Datacenter:datacenter-2633   , e2bc55d2-e196-4a8a-9a35-226f263e0688      , 3fdef721-ca21-4869-b211-b917672db532 ,61,2,21, 2M294305NM   
 64D61E9F-35A3-4FBD-ADB3-353E6A0E1777:Datacenter:datacenter-2633   , e2bc55d2-e196-4a8a-9a35-226f263e0688      , 3fdef721-ca21-4869-b211-b917672db532 ,61,2,40, 2M294305NN   
 64D61E9F-35A3-4FBD-ADB3-353E6A0E1777:Datacenter:datacenter-114514 , e30edf0c-317c-43a1-9602-62ad147300e0      , 3fdef721-ca21-4869-b211-b917672db532 ,3,1,3, 2M294305ND   
 6a084882-9849-430b-9f52-48cb378f2dcb:Datacenter:datacenter-21     , 465df880-31e7-4bec-8f7b-4894ab5051ed      , 413ca4fa-7ff1-4c3b-87bb-bd5970984d23 ,12,2,5, SGH952SBXP   
 6a084882-9849-430b-9f52-48cb378f2dcb:Datacenter:datacenter-21     , 465df880-31e7-4bec-8f7b-4894ab5051ed      , 413ca4fa-7ff1-4c3b-87bb-bd5970984d23 ,12,2,7, SGH952SBXR   
 12688e19-cd55-49ac-93bb-4a296eb8f560:Datacenter:datacenter-21     , 56ba0c5f-cc41-4491-830f-dd65f92b4d72      , 413ca4fa-7ff1-4c3b-87bb-bd5970984d23 ,6,2,3, SGH952SBY4   
 12688e19-cd55-49ac-93bb-4a296eb8f560:Datacenter:datacenter-21     , 56ba0c5f-cc41-4491-830f-dd65f92b4d72      , 413ca4fa-7ff1-4c3b-87bb-bd5970984d23 ,6,2,3, SGH952SBYB   
 6a084882-9849-430b-9f52-48cb378f2dcb:Datacenter:datacenter-21     , 57ffcd2e-c28e-49bd-af87-e3854e498bf6      , 413ca4fa-7ff1-4c3b-87bb-bd5970984d23 ,12,2,5, SGH952SBY6   
 6a084882-9849-430b-9f52-48cb378f2dcb:Datacenter:datacenter-21     , 57ffcd2e-c28e-49bd-af87-e3854e498bf6      , 413ca4fa-7ff1-4c3b-87bb-bd5970984d23 ,12,2,7, SGH952SBY8   
 2a79ff11-83da-48bc-9d80-b2ccafc8ef41:Datacenter:datacenter-21     , 776285f6-63d9-448f-a48f-df3692077d94      , 41944706-88a9-4b30-acec-ddd32043a0bb ,23,2,11, CZ3849KM0D   
 2a79ff11-83da-48bc-9d80-b2ccafc8ef41:Datacenter:datacenter-21     , 776285f6-63d9-448f-a48f-df3692077d94      , 41944706-88a9-4b30-acec-ddd32043a0bb ,23,2,12, CZ3849KM0G   
 53c5eaea-94f9-401d-8023-7f563e2d26e0:Datacenter:datacenter-2      , 74978ef7-8b29-437c-8ce2-5a0263d6778b      , 41d9f0ae-3db4-41f4-86a5-837d1d2aa698 ,35,3,6, 2M284502H9   
 53c5eaea-94f9-401d-8023-7f563e2d26e0:Datacenter:datacenter-2      , 74978ef7-8b29-437c-8ce2-5a0263d6778b      , 41d9f0ae-3db4-41f4-86a5-837d1d2aa698 ,35,3,12, 2M284501L0   
 53c5eaea-94f9-401d-8023-7f563e2d26e0:Datacenter:datacenter-2      , 940bb768-fdfa-4eb1-a531-19fa2c50f1f3      , 41d9f0ae-3db4-41f4-86a5-837d1d2aa698 ,13,1,13, BL65T52      
 53c5eaea-94f9-401d-8023-7f563e2d26e0:Datacenter:datacenter-2      , 74978ef7-8b29-437c-8ce2-5a0263d6778b      , 41d9f0ae-3db4-41f4-86a5-837d1d2aa698 ,35,3,17, 2M284502HB   
 53c5eaea-94f9-401d-8023-7f563e2d26e0:Datacenter:datacenter-31067  , 503c9b79-077c-4746-804a-e96336719770      , 41d9f0ae-3db4-41f4-86a5-837d1d2aa698 ,3,2,0, BL71T52      
 53c5eaea-94f9-401d-8023-7f563e2d26e0:Datacenter:datacenter-31067  , 503c9b79-077c-4746-804a-e96336719770      , 41d9f0ae-3db4-41f4-86a5-837d1d2aa698 ,3,2,3, BL67T52      
