DCID,CLUSTID,CID,CLUST_VM_Count,CLUST_HOST_Count, HOST_VMCount ,HOSTID
 bae33689-560e-481c-be9a-4054edc4acff:Datacenter:datacenter-21     , c791e8b6-3257-41ea-8042-59dae5744775      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,2, 2M295201WM   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 62c3a989-c9d2-4585-a581-2bfeb08735d9      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,0, CZ3929VS00   
 1f23671f-ccfa-40a5-933c-42442fd7d22c:Datacenter:datacenter-21     , 65b8008c-aff9-41e7-893c-c69bc2187856      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,12,2,5, CZ3921TBTH   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , 705e46cf-7374-436a-9342-d696b25f96b6      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ293808YS   
 f04bc596-2398-4b8b-a110-ce8b16a9d04f:Datacenter:datacenter-21     , 927c72eb-6e22-456a-abdc-6515619fb188      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,3, CZ201600TT   
 024406fe-983c-44f9-81d0-5e70fd780cd7:Datacenter:datacenter-21     , 2ab6cf6c-d578-4213-a31b-912612865e3d      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,3, SGH002TGNB   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 79f6bb99-6258-4a40-837d-d605afce0763      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,4, CZ3927VC3D   
 f04bc596-2398-4b8b-a110-ce8b16a9d04f:Datacenter:datacenter-21     , 19c8bfb3-9e45-4b9a-8ae1-cf1e91edf764      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ3929VRYL   
 55e8758d-3f16-41d3-9357-9e5ab2fc0e79:Datacenter:datacenter-21     , b38774c6-b8cf-4698-9406-d471a904aa5f      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,3, CZ294805G8   
 c2a9e5db-e0ff-4b76-be62-6def830080d8:Datacenter:datacenter-21     , c8ea737e-6c7a-4f9f-8973-86375c9f94d2      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,2, CZ293705P3   
 b333c476-d2b3-4f71-83f7-73473189fa55:Datacenter:datacenter-2      , 7f9cf920-23e1-4d7f-99fa-68b14a3b7858      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, CZ201303GT   
 10a33381-bd8b-4df8-9264-85a15d159575:Datacenter:datacenter-21     , 2a6345a6-b8ac-4e9e-bd83-70f4bda579a4      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,5, CZ3922TSVJ   
 f4575441-ebb1-4309-9f1f-f13a3ffa3652:Datacenter:datacenter-21     , e162ebaa-9600-48b5-929c-8849fb91ee43      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,2, CZ20020348   
 5f26546f-29b4-4e40-80c9-35c188e1ace8:Datacenter:datacenter-21     , b3e564b8-157a-4fb4-952a-dd8cafee8b42      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,2, CZ2936020J   
 7bc1d6e5-2762-4b3b-9de9-e33371bf1cd1:Datacenter:datacenter-21     , df2ecb0d-0f2b-4fe1-915c-bb0891a42421      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,3, 2M292700KP   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 374967e5-f1f0-48f5-9eac-8d0e5589fa7f      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,7, CZ3927VC3Q   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , e7f6357c-c6a4-4bc6-bcb8-7e62f4b0ba41      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,5, CZ3927V9N8   
 5f26546f-29b4-4e40-80c9-35c188e1ace8:Datacenter:datacenter-21     , 4ef72e2f-74c7-4cac-bf2b-2f688a8aee4c      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,5, CZ2936020L   
 f04bc596-2398-4b8b-a110-ce8b16a9d04f:Datacenter:datacenter-21     , 19c8bfb3-9e45-4b9a-8ae1-cf1e91edf764      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,3, CZ3929VRYM   
 13d9392f-1722-4171-b09e-f58af6dacf6c:Datacenter:datacenter-21     , 85a2e713-0d0e-462b-8989-976d99abee5f      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,3, SGH013WRR5   
 cbf8b09e-daa1-44a8-9ad0-d63e01e47416:Datacenter:datacenter-21     , 62c3a989-c9d2-4585-a581-2bfeb08735d9      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,6,2,6, CZ3929VRZZ   
 975cabfc-9357-4ab9-bf0b-9f3f4b02d7cd:Datacenter:datacenter-21     , 2ecd53ec-76cb-4264-922b-6e6dfa20f86b      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,2, CZ200301LD   
 bae33689-560e-481c-be9a-4054edc4acff:Datacenter:datacenter-21     , de106637-9668-495b-a7d0-fd023190e1e7      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,5,2,2, 2M295201WJ   
 f4575441-ebb1-4309-9f1f-f13a3ffa3652:Datacenter:datacenter-21     , 1561c0a6-4eac-411a-9a57-0e2c034c366e      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,4,2,2, CZ20020KV4   
 1f23671f-ccfa-40a5-933c-42442fd7d22c:Datacenter:datacenter-21     , f9dff972-1f4e-4580-b3ce-51f8f912e6bd      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,8,2,6, CZ3922TSS2   
 7bc1d6e5-2762-4b3b-9de9-e33371bf1cd1:Datacenter:datacenter-21     , e0777316-22f0-4d81-8563-5ef0ab857df5      , 3cb3076a-fd9d-4fd3-8d04-9ecb2a564ca7 ,7,2,2, 2M292700N5   
